1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;49878143000190;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;48302640000778;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;60620812000595;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;51066202000177;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;46986451000140;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;28075963000173;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;49769177000146;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;27380320000170;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;04243078000198;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;21109697000880;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;16821159000107;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;54855499000148;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;04648461000398;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;59442012000119;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;49878143000190;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;48302640000778;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;60620812000595;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;51066202000177;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;46986451000140;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;28075963000173;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;49769177000146;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;27380320000170;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;04243078000198;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;21109697000880;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;16821159000107;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;54855499000148;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;04648461000398;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;59442012000119;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;17008465000191;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;42919345000193;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;13559523000114;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;28189078000115;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;03258479000159;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;01322082000153;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;11517262000810;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;44632347000122;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;01912642000120;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;31512394000271;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;62258884002422;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;40326464000107;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;14816208000198;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;14981581000102;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;48656375000130;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;18450667000151;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;41557533000156;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;43467547000295;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;09385567000106;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;51316982000166;ok
1;24982859000101;FACILITA SISTEMAS DE TECNOLOGIA LTDA;1962;07517759001167;ok
