Número da Nota;CPF/CNPJ do fornecedor;Data de Vencimento da parcela;Data da baixa da parcela;Valor pago;Valor juros;Valor multa;Valor Desconto;Código da conta banco;
2;13.632.338/0002-99;10/08/2024;08/08/2024;288,0;0,0;0;0,0;1060
3;54.863.374/0001-60;09/08/2024;08/08/2024;454,25;0,0;0;60,11;1060
39;30.646.206/0001-54;10/08/2024;12/08/2024;1142,7;0,0;0;0,0;1060
52;37.262.386/0002-09;10/08/2024;08/08/2024;740,0;0,0;0;0,0;1060
57;37.262.386/0002-09;13/08/2024;12/08/2024;505,0;0,0;0;0,0;1060
61;37.262.386/0002-09;15/08/2024;14/08/2024;400,0;0,0;0;0,0;1060
67;37.262.386/0002-09;17/08/2024;16/08/2024;536,0;0,0;0;0,0;1060
72;37.262.386/0002-09;20/08/2024;19/08/2024;495,0;0,0;0;0,0;1060
88;37.262.386/0002-09;24/08/2024;23/08/2024;195,0;0,0;0;0,0;1060
89;37.262.386/0002-09;24/08/2024;23/08/2024;865,0;0,0;0;0,0;1060
100;37.262.386/0002-09;27/08/2024;26/08/2024;770,0;0,0;0;0,0;1060
105;37.262.386/0002-09;29/08/2024;28/08/2024;195,0;0,0;0;0,0;1060
185;37.352.771/0001-58;13/08/2024;20/08/2024;100,0;0,0;0;0,0;1060
189;14.167.116/0001-24;09/08/2024;08/08/2024;788,75;0,0;0;0,0;1060
191;14.167.116/0001-24;16/08/2024;15/08/2024;790,29;0,0;0;0,0;1060
196;14.167.116/0001-24;22/08/2024;21/08/2024;784,54;0,0;0;0,0;1060
198;14.167.116/0001-24;28/08/2024;27/08/2024;268,25;0,0;0;0,0;1060
199;14.167.116/0001-24;30/08/2024;29/08/2024;1055,9;0,0;0;0,0;1060
446;10.903.098/0001-40;31/03/2024;26/08/2024;247,8;0,0;0;0,0;1060
493;09.030.345/0001-62;01/08/2024;01/08/2024;24200,0;0,0;0;0,0;1060
565;93.209.765/0663-04;13/07/2024;06/08/2024;2222,74;0,0;0;0,0;1060
599;53.205.125/0001-14;31/08/2024;30/08/2024;465,0;0,0;0;0,0;1060
1098;01.588.529/0002-11;24/07/2024;02/08/2024;244,0;0,0;0;0,0;1060
1180;01.588.529/0002-11;25/07/2024;05/08/2024;244,0;0,0;0;0,0;1060
1199;93.209.765/0663-04;19/07/2024;06/08/2024;2232,58;0,0;0;0,0;1060
1222;25.029.656/0001-68;08/08/2024;26/08/2024;612,49;0,0;0;0,0;1060
1629;51.531.439/0001-81;26/07/2024;01/08/2024;216,0;0,0;0;0,0;1060
1751;51.531.439/0001-81;09/08/2024;15/08/2024;330,0;0,0;0;0,0;1060
1839;04.080.618/0001-60;21/08/2024;21/08/2024;537,0;0,0;0;143,7;1060
1886;51.531.439/0001-81;23/08/2024;29/08/2024;330,0;0,0;0;0,0;1060
2250;05.984.658/0001-07;13/07/2024;12/08/2024;435,0;0,0;0;0,0;1060
2611;01.588.529/0002-11;06/08/2024;15/08/2024;192,0;0,0;0;0,0;1060
3053;05.868.574/0050-88;07/07/2024;06/08/2024;1931,76;0,0;0;0,0;1060
3104;01.588.529/0002-11;08/08/2024;19/08/2024;272,0;0,0;0;0,0;1060
3122;05.868.574/0050-88;13/07/2024;06/08/2024;1609,34;0,0;0;0,0;1060
3236;05.868.574/0050-88;19/07/2024;06/08/2024;466,0;0,0;0;0,0;1060
3442;05.868.574/0050-88;02/08/2024;01/08/2024;4205,76;0,0;0;0,0;1060
3813;01.588.529/0002-11;15/08/2024;26/08/2024;649,5;0,0;0;0,0;1060
3991;31.707.301/0001-83;06/08/2024;05/08/2024;700,0;0,0;0;0,0;1060
4374;07.020.499/0001-48;23/08/2024;22/08/2024;4356,17;0,0;0;144,13;1060
4681;35.402.759/0056-59;09/08/2024;16/08/2024;1052,08;0,0;0;0,0;1060
4932;16.942.920/0001-69;06/08/2024;21/08/2024;548,8;0,0;0;0,0;1060
4972;16.942.920/0001-69;30/08/2024;29/08/2024;296,8;0,0;0;0,0;1060
5654;11.607.192/0001-15;08/08/2024;15/08/2024;153,0;0,0;0;0,0;1060
6649;07.396.439/0001-24;09/08/2024;08/08/2024;3400,0;0,0;0;0,0;1060
6960;31.565.104/0048-30;25/07/2024;07/08/2024;4121,66;0,0;0;212,17;1060
6962;31.565.104/0048-30;25/07/2024;07/08/2024;259,2;0,0;0;75,17;1060
7089;31.565.104/0048-30;08/08/2024;21/08/2024;2019,9;0,0;0;224,42;1060
7249;42.042.233/0001-05;23/07/2024;06/08/2024;216,44;0,0;0;0,0;1060
8298;01.716.154/0001-47;09/08/2024;08/08/2024;227,25;0,0;0;34,08;1060
8305;35.402.759/0056-59;15/08/2024;22/08/2024;1666,41;0,0;0;0,0;1060
8583;18.866.177/0001-30;13/07/2024;02/08/2024;469,4;0,0;0;0,0;1060
8607;16.985.527/0001-52;23/08/2024;22/08/2024;8674,0;0,0;0;0,0;1060
8764;18.866.177/0001-30;09/08/2024;29/08/2024;1445,75;0,0;0;0,0;1060
9109;20.516.694/0001-21;14/08/2024;13/08/2024;445,0;0,0;0;0,0;1060
9846;33.431.304/0001-62;08/08/2024;28/08/2024;415,0;0,0;0;0,0;1060
10245;48.175.053/0001-70;06/08/2024;05/08/2024;222,0;0,0;0;0,0;1060
11730;51.299.684/0001-05;11/07/2024;02/08/2024;1785,0;0,0;0;0,0;1060
11905;51.299.684/0001-05;18/07/2024;07/08/2024;1340,0;0,0;0;0,0;1060
12299;13.632.338/0001-08;10/08/2024;12/08/2024;2736,97;0,0;0;0,0;1060
12773;05.833.839/0001-24;23/07/2024;05/08/2024;333,54;0,0;0;0,0;1060
12999;35.402.759/0056-59;22/08/2024;29/08/2024;1023,79;0,0;0;0,0;1060
13824;09.185.194/0001-11;02/08/2024;15/08/2024;576,3;0,0;0;0,0;1060
14316;05.833.839/0001-24;30/07/2024;12/08/2024;550,88;0,0;0;0,0;1060
