CST_ORIGEM;CODIGO_PRODUTO;DESCRICAO;NCM;EX;CEST
3;7898712119867;Capa de Chuva com Capuz Pioneira Feminino Preto G - cod. 2901-F-PRE-G;40159000;;
3;7898712119775;Capa de Chuva com Capuz Pioneira Masculino Preto G - cod. 2901-M-PRE-G;40159000;;
3;7898660557452;Capacete X Open UP FOX Cor Amarelo com Azul Tamanho 60 - cod. 960 0660;65061000;;
2;7908103780597;Kit 3 Potinhos em Polipropileno e Silicone 100 ml Cor Rosa - Cod.18059;39241000;;
3;7079410000;BOTA (AR) PVC 41 PTA/AMAR CM CF VONDER;64029190;;
3;7898660555502;Capacete GTX Fox Grafite Tamanho 58 CAP - Cod. 951 0458;65061000;;
3;7898590500726;Capa de Chuva para Motociclista Modelo Masculino Preto XG - cod. 2900-M-PRE-XG;40159000;;
3;7898660555533;Capacete GTX Fox Rosa Tamanho 56 CAP - Cod. 951 0656;65061000;;
3;7079444500;BOTA (AR) PVC 44/45 PTA/AMAR CM CF VD;64029190;;
3;7898660550651;Capacete GTN FR1 Preto Azul Com Rosa Fosco Tamanho 56 CAP - Cod. 880 0356;65061000;;
3;7079390000;BOTA (AR) PVC 39 PTA/AMAR CM CF VONDER;64029190;;
3;7898590500474;Capa de Chuva para Motociclista Modelo Masculino Preto P - cod. 2900-M-PRE-P;40159000;;
3;7898660556424;Capacete X Open UP FOX Cor Amarelo com Azul Tamanho 56 - cod. 960 0656;65061000;;
3;7079420000;BOTA (AR) PVC 42 PTA/AMAR CM CF VONDER;64029190;;
3;7908103724713;Pote Termico Gumy com Talher Buba Cor Azul - Cod. 12471;73239300;;
3;7908103780764;Copo Garrafa Termica Inox com Canudo Buba Ursinho Cor Azul - Cod. 18076;73239300;;
3;7898660556769;Capacete X Open UP FOX Cor Grafite Tamanho 60 - cod. 960 0360;65061000;;
3;7898660551290;Capacete GTN FR1 Preto Azul Com Vermelho Fosco Tamanho 56 CAP - Cod. 880 0256;65061000;;
3;7908103707402;Pote Termico Inox Buba Cor Rosa - Cod. 15358;73239300;;
3;7908103713847;Copo Garrafa Termica Inox com Canudo Buba Cor Rosa - Cod. 11384;73239300;;
3;7899949737794;Moldura Branca - Kit com 5 molduras - Cod. PLC00988;44219900;;
3;7898253506577;Kit para Instalacao de Som Automotivo 500W Permak - Cod. 90/H1;85444200;;
3;7898712119874;Capa de Chuva com Capuz Pioneira Feminino Preto GG - cod. 2901-F-PRE-GG;40159000;;
3;7898660555250;Capacete GTX Fox Laranja Tamanho 56 CAP - Cod. 951 0256;65061000;;
3;7899949701757;Porta Tampinhas Moldura Mt P - Cerveja Liquido - cod. 2583;44219900;;
3;7898590500542;Capa de Chuva para Motociclista Modelo Feminino Preto GG - cod. 2901-F-PRE-GG;40159000;;
3;7899949738692;Alfabeto Movel Degrau c/ 130 Pecas em MDF 2,5mm;44219900;;
2;7896020637189;Guarda-sol para Praia e Piscina de 1,80 metros Verde e Branco - Cod. 3718;66011000;;
3;7898590500481;Capa de Chuva para Motociclista Modelo Masculino Preto M - cod. 2900-M-PRE-M;40159000;;
3;7079370000;BOTA (AR) PVC 37 PTA/AMAR CM CF VONDER;64029190;;
2;7908238804007;Cadeira de Refeicao Cake Cinza - cod. 0000000;94018000;;
3;7079360000;BOTA (AR) PVC 36 PTA/AMAR CM CF VONDER;64029190;;
0;7898660551313;Capacete GTN FR1 Preto Azul Com Rosa Fosco Tamanho 60 CAP - Cod. 880 0360;65061000;;
0;7898660551856;Capacete GTN FR1 Preto Com Vermelho Fosco 58 CAP - Cod. 880 0458;65061000;;
0;7898660555250;Capacete GTX Fox Laranja Tamanho 56 CAP - Cod. 951 0256;65061000;;
0;7898660555533;Capacete GTX Fox Rosa Tamanho 56 CAP - Cod. 951 0656;65061000;;
0;7898660556653;Capacete X Open UP FOX Cor Grafite Tamanho 58 - cod. 960 0358;65061000;;
0;7898660556677;Capacete X Open UP FOX Cor Laranja com Amarelo e Azul Tamanho 58 - cod. 960 0158;65061000;;
0;7898660557728;Capacete X Open UP FOX Cor Rosa com Azul Tamanho 60 - cod. 960 0560;65061000;;
3;7079400000;BOTA (AR) PVC 40 PTA/AMAR CM CF VONDER;64029190;;
3;7898712119881;Conjunto De Pvc - Combate Capuz Feminino Preto XG;40159000;;
3;7898660551313;Capacete GTN FR1 Preto Azul Com Rosa Fosco Tamanho 60 CAP - Cod. 880 0360;65061000;;
3;7898488591416;Banheira Tanque 34 Litros c/ Suporte Styll Baby Cor Rosa - cod. BAN-29.013-08;39221000;;
3;7898488597036;Banheira Tanque 34 Litros c/ Suporte Styll Baby Cor Branco - cod. BAN-25.110-65;39221000;;
3;7896777948064;KIT Raquete Beach Tennis Lilas BT100 - Bel;95065900;;
3;7898488599856;Andador Sonoro Softway Styll Baby Cor Rosa - cod. AND.98.002-05;94018000;;
2;7908238804700;Banheira Smile com Suporte Safety 1st Cor Verde Agua - Cod. IMP02204;39221000;;
2;7908103780573;Kit 3 Potinhos em Polipropileno e Silicone 100 ml Cor Azul - Cod.18057;39241000;;
3;7898488591409;Banheira Tanque 34 Litros c/ Suporte Styll Baby Cor Azul - cod. BAN-29.012-07;39221000;;
3;7899949737787;Moldura Marrom - Kit com 5 molduras - Cod. PLC00987;44219900;;
3;7892787017838;Arandela com Falante 6 Polegadas Redondo Som Ambiente 55W - cod. 2002;85182200;;
3;7898660556677;Capacete X Open UP FOX Cor Laranja com Amarelo e Azul Tamanho 58 - cod. 960 0158;65061000;;
3;7908238802102;Carrinho de Bebe Luck - Voyage - cod. 1719;87150000;;
3;7898911482649;Capa de Chuva Alba Conjunto Europa Modelo Feminino Preto EG - Cod. 000113PP5;61130000;;
2;7908103713854;Copo Garrafa Termica Inox com Canudo Buba Cor Azul - Cod. 11385;73239300;;
2;7908103713847;Copo Garrafa Termica Inox com Canudo Buba Cor Rosa - Cod. 11384;73239300;;
2;7908238803994;Cadeira de Refeicao Cake Azul - cod. 0000000;94018000;;
3;7898584805448;Porta Controle - Claquete - cod. 5004;44219900;;
2;4000498033203;Guia Flexi Black Design Corda 3m Tamanho PP Preto - Cod. P1041PT;42010090;;
2;7908238803352;Mosquiteiro Avulso SafeNap Safety 1st - Cod. IMP01929;94032090;;
3;7899949707575;Placa Decorativa Moldura - Frases - Não Temos Wifi - cód. 5334;44219900;;
3;7898911482106;Capa de Chuva Alba Conjunto Europa Preto P - Cod. 000101PP1;61130000;;
3;7899949701207;Porta Rolhas Moldura Mt G - Ele e Ela - cod. 2543;44219900;;
3;7899949701740;Porta Tampinhas Moldura Mt P - Tipos de Copos - cod. 2582;44219900;;
0;7899949737626;Calendario Quadro Magnetico com Caneta - Cod.0053;85051100;;
2;7908103759326;Copo Termico Parede Dupla com Canudo Rosa Degrade - cod. 15932;96170010;;
2;7908103759333;Copo Termico Parede Dupla com Canudo Azul Degrade - cod. 15933;96170010;;
2;7908103780764;Copo Garrafa Termica Inox com Canudo Buba Ursinho Cor Azul - Cod. 18076;73239300;;
2;7908103780771;Copo Garrafa Termica Inox com Canudo Buba Ursinho Cor Rosa - Cod. 18077;73239300;;
3;7908103772417;Pote Termico Inox Buba Cor Degrade Azul - Cod. 17241;96170010;;
3;7898660556578;Capacete X Open UP FOX Cor Amarelo com Azul Tamanho 58 - cod. 960 0658;65061000;;
2;7896020637073;Guarda-sol de Aluminio GRANDE e Articulado 2,00m Azul - Cod. 3707;66011000;;
3;7892787017837;Alto Falante Triaxal 6 Polegadas 110W Par - cod. 1001;87089990;;
3;7899949702457;Porta Rolhas Moldura Mt G - Love Wine - cod. 2629;44219900;;
3;7898660552198;Capacete GTN FR1 Preto Azul Com Vermelho Fosco Tamanho 60 CAP - Cod. 880 0260;65061000;;
3;7898660556530;Capacete X Open UP FOX Cor Laranja com Amarelo e Azul Tamanho 60 - cod. 960 0160;65061000;;
3;7908103780771;Copo Garrafa Termica Inox com Canudo Buba Ursinho Cor Rosa - Cod. 18077;73239300;;
3;7898660555458;Capacete GTX Fox Rosa Tamanho 60 CAP - Cod. 951 0660;65061000;;
3;7899949705564;Placa Decorativa Formatos - Seta Bar Pequena - cod. 5234;44219900;;
3;7898660556653;Capacete X Open UP FOX Cor Grafite Tamanho 58 - cod. 960 0358;65061000;;
3;7899949705174;Placa Decorativa - Poderoso Chefão - cód. 5174;44219900;;
2;7899904713047;Mala Para Viagem 10 kg Com Cadeado Qualis Cor Grafite- Cod.MB003-133DGY;42021210;;
3;7898660555366;Capacete GTX Fox Rosa Tamanho 58 CAP - Cod. 951 0658;65061000;;
3;7899949705731;Porta Chaves - Bomba de Gasolina - cod. 2739;44219900;;
3;7899949700347;Placa Decorativa - Guitarra - cod. 5123;44219900;;
3;7908103772400;Pote Termico Inox Buba Cor Degrade Rosa- Cod. 17240;96170010;;
2;7908238803987;Cadeira de Refeicao Cake Rosa - cod. 0000000;94018000;;
5;7908238803703;Cadeira de Refeicao Macaron Voyage Branca- cod. IMP01923;94018000;;
3;7899949705748;Porta Chaves - Caixinhas - cod. 2741;44219900;;
2;7896020621010;Cadeira Alta Alumínio - cód. 2101;94017900;;
3;7079380000;BOTA (AR) PVC 38 PTA/AMAR CM CF VONDER;64029190;;
3;7892787017836;Alto-Falante Triaxal 5 Polegadas 110W Par - cod. 1050;87089990;;
3;7899949700125;Banco Bau Organizador Modelo Cerveja Vermelho - cod. 2505;44219900;;
3;7898712119768;Capa de Chuva com Capuz Pioneira Masculino Preto M - cod. 2901-M-PRE-M;40159000;;
2;7896777920404;Mola Aerea Para Portas 45 Kg Prata Bel - Cod.204000;83026000;;
2;7896777920473;Mola Aerea Para Portas 45 Kg Preta Bel - Cod.204007;83026000;;
2;7898509477231;Berco Moises Dreamy Safety 1st Cor Cinza - Cod. IMP91298;94037000;;
3;7899949701399;Porta Tampinhas Moldura Mt G - Tipos de Copos - cod. 2557;44219900;;
2;7896020622383;Cadeira Alta Aluminio Tela Sannet Azul Marinho - cod. 2238;94017900;;
3;7899949737626;Calendario Quadro Magnetico com Caneta - Cod.0053;85051100;;
2;7908238802126;Carrinho Spot Voyage Azul - Cod. IMP01766;87150000;;
3;7899949740022;Mesa de Cabeceira e Sapateira Pinus;94036000;;
3;7908103724690;Pote Termico Gumy com Talher Buba Cor Rosa - Cod. 12469;73239300;;
3;7899949739446;Quebra Cabeca Mapa do Brasil G em MDF 2,5mm - LIZ;44219900;;
3;7898590500498;Capa de Chuva para Motociclista Modelo Masculino Preto G - cod. 2900-M-PRE-G;40159000;;
3;7908682902366;Capa de Chuva de Nylon Pioneira Preto Storm Masculino P - Cod. 1201-M-PRE-P;62104000;;
3;7908682902670;Capa de Chuva de Nylon Pioneira Preto Storm Feminino XG - Cod. 1201-F-PRE-XG;62104000;;
3;7908682907569;Protetor de Mao para Motociclista Pioneira Luva de Guidao Par - Cod. 2953;40159000;;
3;7908682907576;Protetor de Mao para Motociclista BIZ Pioneira Luva de Guidao Par - Cod. 2959;40159000;;
3;7899949704321;Placa Decorativa - Frases - Nao Temos WiFi - cod. 5202;44219900;;
0;7892787017836;Alto-Falante Triaxal 5 Polegadas 110W Par - cod. 1050;87089990;;
0;7892787017837;Alto Falante Triaxal 6 Polegadas 110W Par - cod. 1001;87089990;;
3;7898660557445;Capacete X Open UP FOX Cor Laranja com Amarelo e Azul Tamanho 56 - cod. 960 0156;65061000;;
3;7898712119843;Capa de Chuva com Capuz Pioneira Feminino Preto P - cod. 2901-F-PRE-P;40159000;;
3;7908682905800;Protetor De Calcado Pioneira Preto G - Cod. 2972-1-3;62104000;;
3;7899949706653;Abridor de Garrafas Parede - Best Beer - cod. 2761;44219900;;
0;7896020621010;Cadeira Alta Alumínio - cód. 2101;94017900;;
3;7899949705540;Placa Decorativa - Setas Cidades Pequena - cod. 5232;44219900;;
2;7899904712996;Mala de Bordo Qualis 10KG Cor Grafite - Cod.MB001-16144CGE;42021210;;
0;7896777914977;Boia Inflavel Especial Gigante - Unicornio c/ Asas - cod. 149700;95030099;;
0;7896777937129;Patins 2 Em 1 Roller/ 3 Rodas Unicornio (P) (29-32) - cod. 371200;95067000;;
0;7896777937143;Patins 2 Em 1 Roller/3 Rodas Dragao (P) (29-32) - cod. 371400;95067000;;
0;7896777937150;Patins 2 em 1 Roller/4 Rodas Dragao (M) (33-36) - cod. 371402;95067000;;
3;7899949701405;Porta Tampinhas Moldura Mt G - Cerveja Liquido - cod 2558;44219900;;
1;003717;G SOL AZUL E BRANCO 1,80m (12);66011000;;
0;7896020622383;Cadeira Alta Aluminio Tela Sannet Azul Marinho - cod. 2238;94017900;;
0;7896020622741;CAD ALTA ALUM SANNET- AZUL;94017900;;
0;7896020637172;Guarda-sol para Praia e Piscina de 1,80 metros Azul e Branco - Cod. 3717;66011000;;
0;7896020637189;Guarda-sol para Praia e Piscina de 1,80 metros Verde e Branco - Cod. 3718;66011000;;
0;7896020637202;Guarda-sol para Praia e Piscina de 1,80 metros Azul Marinho e Branco - cód. 3720;66011000;;
3;7898253491538;Antena Eletronica Pertronic 1000 - cod. 100/H;85291090;;
3;7896020637554;Base G - Sol Mor Branca;66039000;;
