CST_ORIGEM;CODIGO_PRODUTO;DESCRICAO;NCM;EX;CEST
2;7908029600016;Armadilha Para Mosquito Violeds Ultravioleta Bivolt - Cod.MQ-HN-12;85437099;;
3;7908682905794;Protetor De Calcado Pioneira Preto M - Cod. 2972-1-2;62104000;;
3;7898488599863;Andador Sonoro Softway Styll Baby Cor Laranja - cod. AND-98.003-05;94018000;;
3;7899949705557;Placa Decorativa Formatos - Stop - cod. 5233;44219900;;
3;7898660557773;Capacete X Open UP FOX Cor Rosa com Azul Tamanho 58 - cod. 960 0558;65061000;;
3;7898660556912;Capacete X Open UP FOX Cor Rosa com Azul Tamanho 56 - cod. 960 0556;65061000;;
3;7908103707419;Pote Termico Inox Buba Cor Azul - Cod. 15359;73239300;;
3;7908103713854;Copo Garrafa Termica Inox com Canudo Buba Cor Azul - Cod. 11385;73239300;;
3;7898488599849;Andador Sonoro Softway Styll Baby Cor Azul - cod. AND-98.001-05;94018000;;
2;7896020636946;Saca Areia com Suporte para Guarda-Sol - Cod. 3694;66039000;;
2;7896020637196;Guarda-sol para Praia e Piscina de 1,80 metros Vermelho e Branco - Cod. 3719;66011000;;
2;7896020636946Z;Saca Areia Azul com Suporte para Guarda-Sol - Cod. 3695;66039000;;
3;7898660555335;Capacete GTX Fox Grafite Tamanho 56 CAP - Cod. 951 0456;65061000;;
3;7079430000;BOTA (AR) PVC 43 PTA/AMAR CM CF VONDER;64029190;;
3;7898590508487;Capa de Chuva para Motociclista Modelo Feminino Preto XG - cod. 2901-F-PRE-XG;40159000;;
3;7908103732428;Espelho Retrovisor para Banco Traseiro Buba - Cod. 13242;70099200;;
3;7899525687727;Espelho Retrovisor para Carro Buba - Cod. 08772;70099200;;
3;7898660556646;Capacete X Open UP FOX Cor Grafite Tamanho 56 - cod. 960 0356;65061000;;
3;7898660555380;Capacete GTX Fox Laranja Tamanho 58 CAP - Cod. 951 0258;65061000;;
3;7896777908020;KIT Raquete Beach Tennis Vermelha BT100 - Bel;95065900;;
3;7898660555373;Capacete GTX Fox Grafite Tamanho 60 CAP - Cod. 951 0460;65061000;;
3;7898584806780;Placa Decorativa - Zombie Zone - cod. 5073;44219900;;
3;7898660555403;Capacete GTX Fox Laranja Tamanho 60 CAP - Cod. 951 0260;65061000;;
3;7898660557728;Capacete X Open UP FOX Cor Rosa com Azul Tamanho 60 - cod. 960 0560;65061000;;
3;7899949700330;Placa Decorativa - Fusca - cod. 5122;44219900;;
3;7899949704086;Placa Decorativa - My Garage My Rules - cod. 5178;44219900;;
3;7899949704109;Placa Decorativa - Gas Station - cod. 5180;44219900;;
3;7899949704116;Placa Decorativa - Premium Garage - cod. 5181;44219900;;
3;7899949704123;Placa Decorativa - Fuscas Textura - cod. 5182;44219900;;
3;7899949704741;Placa Decorativa Redonda - Premium Garage - cod. 5211;44219900;;
3;7899949705533;Placa Decorativa Formatos - Rota 66 - cod. 5231;44219900;;
3;7899949705625;Placa Decorativa Formatos - Bomba de Gasolina Pequena - cod. 5240;44219900;;
3;7899949706080;Placa Decorativa Carro - Kombis Azul E Vermelha - cod. 5263;44219900;;
3;7899949706103;Placa Decorativa Carro - Kombis Diversas - cod. 5266;44219900;;
2;7896777956120;Casinha de Brinquedo Magical Bel - Cod.561234;95030099;;
3;7899949737763;Moldura Preta - Kit com 5 molduras - Cod. PLC00986;44219900;;
3;7898660551306;Capacete GTN FR1 Preto Azul Com Vermelho Fosco Tamanho 58 CAP - Cod. 880 0258;65061000;;
3;7898660552464;Capacete GTN FR1 Preto Azul Com Rosa Fosco Tamanho 58 CAP - Cod. 880 0358;65061000;;
3;7908238803703;Cadeira de Refeicao Macaron Voyage Branca- cod. IMP01923;94018000;;
3;7898590500504;Capa de Chuva para Motociclista Modelo Masculino Preto GG - cod. 2900-M-PRE-GG;40159000;;
3;7898590500528;Capa de Chuva para Motociclista Modelo Feminino Preto M - cod. 2901-F-PRE-M;40159000;;
2;7896020622741;CAD ALTA ALUM SANNET- AZUL;94017900;;
3;7898712119850;Conjunto De Pvc - Combate Capuz Feminino Preto M;40159000;;
3;7898911482243;Capa de Chuva Alba Conjunto Europa Modelo Feminino Preto GG - Cod. 000113PP4;61130000;;
3;7898942738369;Alto Falante Triaxal 6x9 Polegadas de 140W Par - cod. 1069;87089990;;
3;7898590500535;Capa de Chuva para Motociclista Modelo Feminino Preto G - cod. 2901-F-PRE-G;40159000;;
