CST_ORIGEM;CODIGO_PRODUTO;DESCRICAO;NCM;EX;CEST
8;PEROLAFINA90;PEROLA FINA EPS (SACO 90 LITROS);39259010;;
0;PTC-T1F-63;PECA CHANFRADA T1F 1000 X 1000 X 600MM;39259010;;
0;PL-T1F-878;PLACA EPS T1F 1000 X 500 X 10MM - SACO PRETO COM 25 PLACAS;39259010;;
0;PL-T1F-879;PLACA EPS T1F 1000 X 500 X 30MM - SACO PRETO COM 8 PLACAS;39259010;;
0;LJTRF330H11;LAJOTA EPS TRF 1000 X 330 X 110 MM;39259010;;
0;PL-T3F-647;PLACA T3F- 2000 X 1000 X 25MM;39259010;;
0;900101.2604;FIAT SIENA EL 1.0 FLEX - 2013/2014;87032210;;
0;PL-T1F-1309;PLACA T1F 1000X150X100MM;39259010;;
0;PL-TRF-1072;PLACA TRF 400 X 90 X 40MM;39203000;;
0;PL-TRF-1077;PLACA TRF 230 X 230 X 15MM;39203000;;
0;PL-TRF-1080;PLACA TRF 300 X 45 X 20MM;39203000;;
0;PL-TRF-1081;PLACA TRF 310 X 280 X 18MM;39203000;;
0;PL-TRF-1082;PLACA TRF 330 X 130 X 15MM;39203000;;
0;PL-TRF-1084;PLACA TRF 385 X 125 X 30MM;39203000;;
0;PL-TRF-1085;PLACA TRF 400 X 255 X 15MM;39203000;;
0;PL-TRF-1086;PLACA TRF 400 X 60 X 40MM;39203000;;
0;PL-TRF-1091;PLACA TRF 450 X 80 X 25MM;39203000;;
0;PL-TRF-1098;PLACA TRF 350 X 320 X 10MM;39203000;;
0;PL-TRF-1101;PLACA TRF 640 X 85 X 15MM;39203000;;
0;PL-TRF-1102;PLACA TRF 900 X 120 X 15MM;39203000;;
0;PL-TRF-1111;PLACA TRF 600 X 30 X 10MM;39203000;;
0;PL-TRF-1114;PLACA TRF 175 X 90 X 50MM;39203000;;
0;PL-TRF-1115;PLACA TRF 470 X 160 X 15MM;39203000;;
0;PL-TRF-1116;PLACA TRF 800 X 38 X 15MM;39203000;;
0;PL-TRF-1118;PLACA TRF 500 X 60 X 25MM;39203000;;
0;PL-TRF-1073;PLACA TRF 170 X 75 X 50MM;39203000;;
0;PL-TRF-1074;PLACA TRF 200 X 140 X 45MM;39203000;;
0;PL-TRF-1079;PLACA TRF 300 X 155 X 15MM;39203000;;
0;PL-TRF-1090;PLACA TRF 450 X 190 X 12MM;39203000;;
0;PL-TRF-1093;PLACA TRF 730 X 60 X 15MM;39203000;;
0;PL-TRF-1107;PLACA TRF 190 X 150 X 25MM;39203000;;
0;PL-TRF-1110;PLACA TRF 360 X 200 X 20MM;39203000;;
0;PL-TRF-1119;PLACA TRF 150 X 150 X 15MM;39203000;;
0;PL-TRF-1122;PLACA TRF 230 X 85 X 45MM;39203000;;
0;PL-TRF-1123;PLACA TRF 250 X 130 X 20MM;39203000;;
0;PL-TRF-1124;PLACA TRF 280 X 130 X 45MM;39203000;;
0;PL-TRF-1125;PLACA TRF 300 X 60 X 55MM;39203000;;
0;PL-TRF-1126;PLACA TRF 370 X 285 X 15MM;39203000;;
0;PL-TRF-1127;PLACA TRF 400 X 400 X 12MM;39203000;;
0;PL-TRF-1128;PLACA TRF 400 X 80 X 12MM;39203000;;
0;PL-TRF-1129;PLACA TRF 460 X 220 X 15MM;39203000;;
0;PL-TRF-1130;PLACA TRF 500 X 190 X 60MM;39203000;;
0;PL-TRF-1131;PLACA TRF 500 X 90 X 20MM;39203000;;
0;PL-TRF-1132;PLACA TRF 640 X 250 X 35MM;39203000;;
0;PL-TRF-1133;PLACA TRF 700 X 60 X 35MM;39203000;;
0;PL-TRF-1134;PLACA TRF 750 X 50 X 25MM;39203000;;
0;AGROSSAT1F1200;PEROLA GROSSA EPS T1F (BAG 1200 LITROS);39259010;;
0;PL-T1F-616;PLACA EPS T1F 1000 X 250 X 50MM;39259010;;
0;PL-T1F-617;PLACA EPS T1F 1000 X 250 X 70MM;39259010;;
8;PL-T1F-616;PLACA EPS T1F 1000 X 250 X 50MM;39259010;;
8;PL-T1F-617;PLACA EPS T1F 1000 X 250 X 70MM;39259010;;
0;PL-T1F-1130;PLACA T1F - 1000 X 1000 X 100MM;39259010;;
0;PL-T1F-1131;PLACA T1F - 1000 X 1000 X 50MM;39259010;;
