CST_ORIGEM;CODIGO_PRODUTO;DESCRICAO;NCM;EX;CEST
0;PL00508;GUARDANAPO LUXO FOLHA SIMPLES PLUMA 28X20,5cm CAIXA C/ 1000 SACHÊS X 2 GUADANAPOS;48183000;;
0;20701807;BACONNAISE JUNIOR - (12 X 360GR);21039091;;
0;500762;ANA MARIA CHOCOLATE C BAUNILHA (16X35GR) - BIMBO;19059090;;
0;PAO-PH31;PAO TRAD SEM GERGELIM ART BREAD - (36UN X 75GR);19059090;;
0;501777;QUEIJO PRATO SCHREIBER FATIADO - CAIXA COM 2,27 KG;04069020;;
0;20524148;KETCHUP JUNIOR (05 X 1,100GR);21032090;;
0;001127;PAO CLASSICO BLACK MUZI - (12X75GR.) - 11CM;19059090;;
0;0004;CEBOLA CARAMELIZADA LIAM DEFUMADA (04UNX2KG);20060000;;
0;20524181;MOLHO HONEY MUSTARD JUNIOR - (12 X 400GR);21039091;;
0;0102.0019;BARBECUE BOURBON - DECABRON (6X1,010KG);21039091;;
0;27898946892097;MOLHO SWEET CHILLI GOIABADA-DECABRON (6X1,010KG);21039099;;
0;20524165;KETCHUP JUNIOR (12X380GR);21032010;;
0;02951004;FARINHA ROSCA EMPANEX EXTRA CROCANTE BAPTISTELLA (8X600GR);19019090;;
0;304150860;MOLHO THAI ZAFRAN FRASCO (10UN X 245KGR);21039011;;
0;210380-0;BACON FATIADO SAUDALI - (06UNX1KG) FATIAS;16024900;;
0;0087;QUEIJO PROVOLONE FAT SCAR - (24UNX500GR);04069020;;
0;88188;MOSTARDA AMARELA SACHET HEMMER - CX CX 190 0,007 KG;21033021;;
0;502644;PAO PULLMAN HAMBURGUER BRIOCHE - (06UN X 86GR) BIMBO;19059090;;
0;22249;SUCO DE MACA SP BLEND AMB NATURAL ONE (12X300ML);20097100;;
0;552;QUEIJO BLUE CHEESE FAT SCAR - (24UNX500GR);04061090;;
0;001138;PAO BIG MUZI - CT (40X90GR.) - 13CM;19059090;;
0;304150758;MOLHO TARTARO ZAFRAN - (5X1,05KG);21039091;;
0;88202;KETCHUP TRAD. PREMIUM HEMMER - 1KG CX 12;21032010;;
0;1.16.016;PEPINOS RODELAS BURGUER ZILSE LT CX 06 2,000KG;20011000;;
0;88174;MOSTARDA AMARELA HEMMER - L CX 12 1,000 KG;21033021;;
0;20524235;GUARDANAPO BRANCO JUNIOR (2.000UN);48183000;;
0;88183;MOSTARDA AMARELA HEMMER - BB CX 04 3,600 KG;21033029;;
0;501888;QUEIJO CHEDDAR SCHREIBER FATIADO - CAIXA COM 2,27 KG;04061090;;
0;PAO-PH17;PAO DE HAMBURGUER TRADICIONAL COM GERGELIM-CORTE TOTAL-75G-6UN-PESO LIQ. 2,700KG;19059090;;
0;22247;SUCO DE LARANJA SP BLEND AMB NATURAL ONE (12X300ML);20091200;;
0;22435;SUCO DE UVA E MACA AMB NATURAL ONE (12X300ML);20099000;;
0;22500;SUCO DE LARANJA SP BLEND AMB NATURAL ONE (06X900ML);20091200;;
0;777348;MAIONESE VIGOR - BAG CX 06 2,8KG;21039019;;
0;207;AZEITONA VERDE FATIADA NOVA ATACADO - (4 X 2KG);20057000;;
0;235;AZEITONA PRETA FATIADA NOVA ATACADO - (4 X 2KG);20057000;;
0;001102;PAO BRIOCHE MUZI  (72X75GR) - 11CM;19059090;;
0;20681686;BACONNAISE JUNIOR - (05 X 1,100GR);16024900;;
0;20522350;XAROPE DE BLUEBERRY (6X750ML) - DA VINCI;21069090;;
0;20523068;XAROPE DE BLUE CURACAO (6X750ML) - DA VINCI;21069090;;
0;500759;ANA MARIA 35GR BAUNILHA (16X35GR) - BIMBO;19052090;;
0;88269;MAIONESE HEMMER - 0,930 KG - CX 12;21039011;;
0;500039;MOLHO CREMOSO CHEDDAR SCHREIBER (6X1,5KG);21039099;;
0;20582782;MAIONESE GRILL JUNIOR - (12 X 350GR);21039011;;
0;20522568;MOLHO SWEET CHILI JUNIOR - (5X1,05KG);21039099;;
0;0048;QUEIJO MUSSARELA FATIADO SCAR - (24UNX500GR);04061010;;
0;304150759;MAIONESE TEMPERADA ZAFRAN - (5X1,05KG);21039011;;
0;500;PaO AUSTRALIANO ART BREAD - (36UN X 65GR);19059090;;
0;8304;BISNAGUITO PULLMAN (12UN X 300GR) - BIMBO;19059090;;
0;1154;JUNIOR MOLHO CAESAR 232GX12;21039091;;
0;4855;RAP10 TRADICIONAL 297GR - BIMBO;19059090;;
0;20522368;MOLHO CHIPOTLE JUNIOR - (5X1,1KG);21039091;;
0;556;QUEIJO CREMOSO AMERICAN CHEESE SCAR - BISNAGA;04061090;;
0;PA2115;PAO TRAD GERGELIM PITA BREAD - (48UN X 50GR);19059090;;
0;PA2129;PAO CORTE DUPLO PITA BREAD - (48UN X 80GR);19059090;;
0;17939;ÓLEO ALGODÃO ELOGIATA BALDE 14,5 LITROS;15122910;;
0;1000015;QUEIJO PRATO POLENGHI FATIADO - (4 X 2,735KG);04069020;;
0;20524141;MAIONESE SACHE JUNIOR (176x8g);21039011;;
0;20524180;MOSTARDA SACHE JUNIOR (176X7G);21033021;;
0;PL00451;CAIXA HAMBURGUER PLUMA c/ 500 (5x100);48192000;;
0;PL00458;CAIXA BATATA AUTOMATICA PLUMA c/ 500 (5x100);48192000;;
0;PA00682;SACO SOS PLUMA G IMP. DELIVERY c/ 200 (4x50) (24x15,5x31cm);48194000;;
0;PL00077;PRA LANCHE PLUMA 30x38 IMPR. c/ PELICULA - KBF25gm2  c/500;48115929;;
0;304201025;CONDIMENTO CHEFS OWN ZAFRAN - (7UN X 0,400GR);21039021;;
0;20524095;MOLHO CAESAR JUNIOR 1,1KG;21039099;;
0;PA00613;SACO SOS PLUMA G PARDO c/ 200 (4x50) (24x15,5x31cm);48194000;;
0;PA00622;SACO SOS PLUMA M PARDO c/ 300 (6x50) (19x12x26cm);48194000;;
0;10001312;MOSTARDA AMARELA CEPERA  SACHE (175X7GR);21033021;;
0;10001314;MAIONESE CEPERA SACHE (175X7GR);21032090;;
0;PAO-PH01;PAO TRAD SEM GERGELIM ART BREAD - (54UN X 30GR);19059090;;
0;PA00681;SACO SOS PLUMA M DELIVERY c/ 300 (6x50) (19x12x26cm);48194000;;
0;20522276;PURE DE BATATA JUNIOR - (6UN X 1.01KGR);11052000;;
0;PA2141;PAO BIG SEM GERGELIM PITA BREAD - (36UN X 90GR);19059090;;
0;10001340;MOLHO BARBECUE BIG TRAD. CEPERA (4X3,5KG);21039099;;
0;PA2131;PAO BRIOCHE PITA BREAD - (48UN X 50GR);19059090;;
0;23110;SUCO DE UVA E MACA AMB NATURAL ONE (06X180ML);20099000;;
0;22496;SUCO DE MACA SP BLEND AMB NATURAL ONE (06X900ML);20097100;;
0;000003;PAO HOT DOG MUZI (48X80GR);19059090;;
0;PA2116;PAO TRAD. LISO PITA BREAD - (48UN X 50GR);19059090;;
0;501704;QUEIJO MUSSARELA SCHREIBER FATIADO - CAIXA COM 2,27 KG;04061010;;
0;304150757;MOLHO BARBECUE ZAFRAN - (5X1,05KG);21039091;;
0;2707;ANA MARIA 70GR GOTAS CHOCOLATE (60X70GR) - BIMBO;19052090;;
0;PAO-PD01;PAO DE HOT DOG-60G-12UN-PESO LIQ.2,880KG;19059090;;
0;FS6025;VEG BURGER DE FALAFEL (CX C/48 X 95GRS) VEGGYDELLI - FOOD;21061000;;
0;PAO-PH30;PAO TRAD SEM GERGELIM ART BREAD - (36UN X 50GR);19059090;;
0;PAO-PH16;PAO TRAD COM GERGELIM ART BREAD - (36UN X 50GR);19059090;;
0;20522369;MOLHO RANCH JUNIOR - (05 X 1,100GR);21039099;;
0;20524081;MOLHO BARBECUE JUNIOR (05X1,100GR);21039099;;
0;20728906;JUNIOR VEGANESE 1.1KGX5/MOLHO EMULSIONADO VEGANO SABOR MAIONESE;21039099;;
0;304150589;MOLHO GRILL ZAFRAN FRASCO (10UN X 200GR);21039011;;
0;304150857;MOLHO AMERICANO FRASCO ZAFRAN (10UN X 200GR);21039011;;
0;625;PIMENTA BIQUINHO NOVA ATACADO (4 X 2KG);20057000;;
0;10001316;MOLHO PIMENTA VERMELHA CEPERA PET (24X150ML);21039091;;
0;17898687070313;SAL FINALIZACAO CLASSICO-DECABRON(12X500GR);21039021;;
0;11003072;MOLHO CREMOSO CHEDDAR CLUB DO MOLHO - POLENGHI (4X1,5KG);21039091;;
0;2967;ANA MARIA COB NAPOLITANO (16X42GR) - BIMBO;19059090;;
0;23702;ANA MARIA QD+ CENOURA C CHOCOLATE (16X35GR) - BIMBO;19052090;;
0;23486;SUCO MISTO DE LARANJA E MACA AMB NATURAL ONE (06X180ML);20091200;;
0;001;PIMENTA JALAPENO VERDE CONS BAG - ADORO PIMENTA (6UNX1,5KG);20019000;;
0;20522123;MAIONESE CASEIRA JUNIOR (05 X 1,100GR);21039019;;
0;8039101;ONION RINGS LE DUC (ANEIS DE CEBOLA) - (6X 1,1 KG);20049000;;
0;20524090;MOLHO DE SALADA ITALIAN SACHE JUNIOR (180X18G);21039091;;
0;20524201;ACUCAR MASCAVO JUNIOR (250UN X 6G);17011400;;
0;304301338;MILANESA MISTURA PARA EMPANAR ZAFRAN - (10X1,05KG);19019090;;
0;293;COGUMELO FATIADO NOVA ATACADO (4 X 2KG);20031000;;
0;20583496;MOLHO HONEY MUSTARD JUNIOR - (12 x 400GR);21039091;;
0;20524091;MOLHO DE SALADA ITALIAN JUNIOR (12X255GR);21039091;;
0;20524094;MOLHO DE SALADA CAESAR JUNIOR (12X232GR);21039091;;
0;20524125;MOLHO BLUE CHEESE JUNIOR - (05 X 1,100GR);21039099;;
0;20524216;SAL JUNIOR (2500UN X 0,8G);25010020;;
0;20524206;ADOCANTE DIETETICO SACHE - JUNIOR (1.000UN X 800MG);21069090;;
0;1138;PAO BIG MUZI - CT (40X90GR.) - 13CM;19059090;;
0;001131;PAO CLASSICO MUZI DEFUMADO -(72X75GR.) - 11CM;19052090;;
0;82;BACON EM CUBOS MISTER BEEF (PAPADA/PALETA) - (18UN X 1KG);02101200;;
0;505;BACON FATIADO PALETA REDONDO MISTER BEEF - (18UN X 1KG);16024900;;
0;20728636;JUNIOR MLH SABOR CHEDDAR VEGANO 1.1KGX5/MOLHO EMULSIONADO VEGANO SABOR CHEDDAR;21039099;;
0;0101.0029;MOLHO SWEET CHILLI TRAD-DECABRON (6X1,010KG);21039099;;
0;1.16.003;PEPINO INTEIRO ZILSE - LT CX 02 4,500 KG;20011000;;
0;001107;PAO AUSTRALIANO MUZI - (72X75GR) - 11CM;19059090;;
0;10023409;CREME DE AVELA 3KG BALDE VABENE;18069000;;
0;001129;PAO CLASSICO RED MUZI -(12X75GR.) - 11CM;19059090;;
0;PAO-PH20;PAO DE HAMBURGUER AUSTRALIANO-CORTE TOTAL-65G-6UN-PESO LIQ.2,340KG;19059090;;
0;304301387;TEMPERO ORIGINAL P/ EMPANAR CHEFS OWN ZAFRAN - 7UNX0,500GR;21039021;;
0;20524222;VINAGRE VINHO TINTO JUNIOR - (200/4ML);22090000;;
0;PA00685;SACO SOS PLUMA GG DELIVERY c/ 200 (4x50) (30x20x36cm);48194000;;
0;PA00680;SACO SOS PLUMA P DELIVERY  c/ 400 (8x50) (17x10x24cm);48194000;;
0;304150858;MOLHO CHIPOTLE FRASCO ZAFRAN (10UN X 200GR);21039091;;
0;23112;SUCO DE MACA SP BLEND AMB NATURAL ONE (06X180ML);20097100;;
0;20524225;MOLHO DE PIMENTA JUNIOR (252UN X 3ML);21039091;;
0;1.16.008;PEPINOS INTEIRO ZILSE LT CX 06 2,000KG;20011000;;
0;20524128;MOLHO CHEDDAR JUNIOR - (05 X 1,100GR);21039099;;
0;CON-BT54;CAIXA BASE TORTA DOCE CIRCULAR ART TART - 7CM;19059090;;
0;CON-BT61;CAIXA BASE TORTA SABOR CHOCOLATE CIRCULAR ART TART - 7CM;19059090;;
0;10001304;KETCHUP CEPERA SACHE (175X7GR);21032010;;
0;10001324;MOLHO PIMENTA VERMELHA CEPERA (12X1,01KG);21039099;;
0;40214;ANA MARIA QD+ DUPLO CHOCOLATE (16X35GR) - BIMBO;19052090;;
0;3910;BOLO FRAPE PULLMAN (26UN X 250GR) - BIMBO;19052090;;
0;500290;PAO ARTESANO INTEGRAL PULLMAN (10X500GR) - BIMBO;19059010;;
0;2903;BOLO COCO PULLMAN (26UN X 250GR) - BIMBO;19052090;;
0;503140;PAO ARTESANO PAO NA CHAPA PULLMAN (10X500GR) - BIMBO;19059010;;
0;44916;PINGUINOS TRIPLO CHOCOLATE (36X80GR) - BIMBO;19052090;;
0;PA00634;SACO SOS PLUMA GG PARDO c/ 200 (4x50) (30x20x36cm);48194000;;
0;000002;CAFE TORRADO E MOIDO VALE DO CAFEZAL 500G;09012100;;
0;PA00604;LACRE DE SEGURANCA PLUMA 30x90 LANCHE c/ 7500 (15x500);48211000;;
0;PL00097;PAPEL ACOPLADO PLUMA 30X38 KRAFT PARDO LISO c/500;48115929;;
0;5096;ANA MARIA 70GR TRAD BAUNILHA (60X70GR) - BIMBO;19052090;;
0;42113;RAP10 FIT 297GR - BIMBO;19059090;;
0;503747;PAO ARTESANO AUSTRALIANO 500GR PULLMAN - BIMBO;19059010;;
0;20730;CROCANTISSIMO QUEIJO E CEBOLA (63X40GR) - BIMBO;19041000;;
0;22567;CROCANTISSIMO PEITO PERU C REQUEIJAO (63X40GR) - BIMBO;19054000;;
0;39771;CROCANTISSIMO SALAME LIMAO (63X40GR) - BIMBO;19054000;;
0;47067;CROCANTISSIMO CHURRASCO (63X40GR) - BIMBO;19054000;;
