4688;11552886000100
3323;33978423000130
1171;35919641000129
4505;37807853000140
3251;41267714000148
3266;45743740000156
4426;48276228000135
4994;49100372000189
4996;50947419000123
1175;33899127000143
4689;41190424000143
1177;11563044000146
38;09157480000173
39;33676488000120
288;08636736000162
1180;27822198000145
41;15016440000104
1182;29834235000160
1184;10725149000191
2965;11929507000140
4969;48190146000173
3689;11923942000168
1185;10455453000166
1186;10687547000160
2964;09254402000197
3812;41582988000121
47;20233145000140
1187;26831293000142
48;04980131000133
1367;43636120000192
1188;29967514000100
1189;14680600000152
1190;11890304000198
4968;52277150000140
1191;52350592000175
1192;07531302000135
54;38153084000176
2968;50982396000198
56;11059127000100
1198;01171887000143
3775;50705541000193
1200;20984999000168
1202;03804413000117
1203;07165698000144
1370;43540963000190
1204;10510256000100
1206;28295765000115
1766;18416550000151
1954;20026029000150
92;33378672000194
2971;09582812000167
1211;30848146000152
1213;02632056000194
2565;22768813000169
97;08944665000165
1215;29753585000100
1219;26686452000162
1220;13981338000113
1221;27406747000109
1222;31099999000100
109;29886718000109
1224;31721172000188
111;29957669000158
1231;18005187000181
4763;35055379000111
1233;19348692000191
1235;32729886000103
1236;02824098000208
1237;02824098000399
1241;09371245000108
1245;09179829000178
1755;40342725000182
1248;15741674000114
215;00743745000140
1263;33483669000130
1266;26096213000233
1272;10465450000103
2978;09377019000126
4384;35011765000101
1284;17160690000149
295;05572047000143
1287;10510269000171
1228;05634377000116
523;22303091000177
2979;13379766000170
3423;46407004000190
1302;47008982000121
1305;65448110000166
1316;53248191000171
548;29267190000190
1502;32740660000103
3228;49258180000103
373;05896363000170
2983;71973176000178
374;21436641000163
1326;36059884000105
73;27751271000135
1328;08694073000132
1334;08090632000103
1336;04267892000142
1337;11605023000146
1339;34471021000107
1350;31675444000150
2986;19840481000171
1585;07584276000103
116;03135585000145
2505;10532145000197
1739;11265221000108
80;31632774000169
1442;11625485000125
22;07591154000144
1597;47630991000150
1230;04609865000100
2559;51421048000104
3399;37826847000130
3186;02975835000192
410;06213892000195
417;07230090000156
24;71605935000140
426;17357197000113
433;05777031000177
437;10781209000193
1487;44636892000197
448;13523641000172
4214;45458836000172
1384;57843476000101
478;01896036000249
482;44947935000155
3000;67418947000198
2299;29161423000175
1449;19318436000151
3001;00811577000183
2387;31227098000148
1630;63022644000109
3004;57059800000103
98;09506104000147
530;53242814000107
2188;28353492000118
536;04281784000124
538;02718395000198
542;01169018000184
4991;07635101000188
4815;03239661000162
583;11463410000195
1495;53500476000158
1614;06536576000154
34;21423874000121
1485;93379121000177
1824;02026752000157
1608;00253114000143
1546;52755899000156
612;13238113000171
125;00668328000180
131;13761210000144
134;20396484000147
631;08389465000198
639;28047153000103
3029;08968127000100
642;24254901000178
2189;30659586000161
665;03653451000116
3035;02446824000115
1547;67372599000165
675;10921281000179
4142;29029313000154
1551;48201156000167
1618;50047893000107
683;37751009000144
3041;60307642000160
5038;32176549000128
687;45985132000158
1592;03837593000133
2353;19404491000164
1251;22501532000145
2354;39669892000153
725;62385067000149
732;22417649000145
3286;49839427000177
1522;01921183000140
803;17342559000100
806;07972825000117
824;15455886000135
825;09489767000109
2233;19964951000109
883;11168365000146
3049;10230301000165
3051;12793042000106
191;04568171000172
1997;14766681000108
2116;16629483000128
192;36609290000112
194;20404567000130
983;00709385000160
1555;20425563000139
1631;57697120000107
3597;48284336000150
3071;71623888000167
#N/D;24488469000180
1556;51300143000150
2444;01039449000126
3482;14216358000160
1560;12835935000177
2161;33226768000137
2557;03316575000106
1161;96173422000138
1759;02621434000134
1116;12116884000123
1443;18217582000128
1606;59575332000147
1571;10802744000183
1103;42511518000130
1096;18496811000190
3642;48742402000198
1093;14412268000145
1092;00605927000155
875;08172712000108
1075;09094177000179
3073;22958266000184
2347;21516556000105
1586;12374498000131
1617;07104918000120
1588;66637257000167
4382;24107405000191
2226;20902584000106
3078;00738128000157
1048;12596018000187
3217;07380676000105
1463;11131871000160
1626;46124988000100
1806;62978283000106
1041;04351916000147
1402;29355833000157
1878;24326629000194
1572;03501212000140
1019;56309230000191
1018;07674290000106
2217;11218991000108
3445;46678138000145
1602;08179912000184
2097;10721486000100
1403;08401560000160
3439;46572808000144
2053;16888447000189
1640;03469628000129
1934;43093890000136
1004;04077325000123
280;13312262000133
1577;05725555000114
1612;12424764000193
4383;15739294000145
1000;09501323000133
1589;93310357000238
1578;24200756000142
959;02816290000171
3211;15584017000100
2278;36407915000163
932;06346636000176
926;02533996000126
3097;05353705000106
924;28336562000120
922;03573320000129
921;23113180000113
2078;01538188000199
904;54668454000164
3751;14959082000100
880;33318291000110
1542;20621688000134
2412;25159410000100
2406;09505792000120
1681;27712823000104
854;21593292000193
3544;36441675000113
1748;08756480000127
2281;14740950000167
2062;11544779000122
5028;31515609000127
2332;05904165000101
2298;36609141000153
845;42894796000113
2438;10288632000156
3524;96620968000190
2439;24626465000110
324;15012182000198
843;42046452000154
3144;23491001000181
1458;43740797000176
1613;08237279000133
826;39270952000160
1444;43715070000139
821;10388787000164
1905;18857530000116
1583;11059190000139
810;01816970000122
1582;45822764000109
2939;44628340000137
3132;29458693000142
801;09419407000122
1601;15126888000180
1553;25038105000160
3210;12556584000165
1628;07496491000152
795;44836963000103
789;07780266000143
1568;14185140000196
787;12076001000107
783;39793299000114
781;27562302000100
3540;17215220000135
2208;11461228000103
1624;60325248000154
1633;02739825000158
1620;02739825000239
766;13471218000176
4448;51642582000140
3302;49959377000161
4992;71691463000195
353;34163459000128
1777;38329881000161
2338;29753676000138
3243;41710438000140
1990;31191903000120
3117;59447680000139
3694;13671915000170
1389;34624729000150
1832;03262660000139
741;11736878000106
2334;39288145000175
726;18038744000160
1457;43749305000103
3119;37656316000146
1576;02730812000118
1575;02152473000130
3631;48536839000175
699;06978123000188
3235;49085324000169
698;06261227000177
2333;04017755000150
3121;10226417000120
