CÓDIGO;CNPJ;NOME;
1;24.982.859/0001-01;FACILITA SISTEMAS DE TECNOLOGIA LTDA;Ok;Ok;Ok;Ok;Ok;Ok;Ok;Ok;Ok;Erro;Ok;Ok;Ok;Ok;Ok;Ok;Ok;Ok;Ok;Ok;Ok;Ok;Ok;Ok;Ok;Ok;Ok;Ok;
7;35.848.249/0001-36;BRX EMPREENDIMENTOS LTDA;
