CÓDIGO;CNPJ;STATUS
1;06136322000149;Patrimonio OK
19;12850599000131;Patrimonio OK
22;07589700000102;Patrimonio OK
233;01382850000164;Patrimonio OK
343;71753677000149;Patrimonio OK
417;07075580000125;Patrimonio OK
665;23807624000110;Patrimonio OK
1193;03448946000103;Patrimonio OK
1262;24982859000101;Patrimonio OK
1832;30659586000161;Patrimonio OK
2001;31227098000148;Patrimonio OK
2970;01538188000199;Patrimonio OK
1176;32176549000128;Patrimonio OK
