CÓDIGO;CNPJ;STATUS
2412;2,51594E+13;Parametro Correto
2406;9,50579E+12;Parametro Correto
854;2,15933E+13;Parametro Correto
2281;1,4741E+13;Parametro Correto
2062;1,15448E+13;Parametro Correto
3524;9,6621E+13;Parametro Correto
2439;2,46265E+13;Parametro Correto
#N/D;1,50122E+13;Empresa não encontrada
1458;4,37408E+13;Parametro Correto
1613;8,23728E+12;Parametro Correto
821;1,03888E+13;Parametro Correto
4608;5,18538E+13;Parametro Correto
1583;1,10592E+13;Parametro Correto
810;1,81697E+12;Parametro Correto
1582;4,58228E+13;Parametro Correto
2939;4,46283E+13;Parametro Correto
3132;2,94587E+13;Parametro Correto
801;9,41941E+12;Parametro Correto
1601;1,51269E+13;Parametro Correto
1553;2,50381E+13;Parametro Correto
3210;1,25566E+13;Parametro Correto
1619;6,73786E+13;Parametro Correto
1628;7,49649E+12;Parametro Correto
795;4,4837E+13;Parametro Correto
789;7,78027E+12;Parametro Correto
1568;1,41851E+13;Parametro Correto
787;1,2076E+13;Parametro Correto
783;3,97933E+13;Parametro Correto
781;2,75623E+13;Parametro Correto
3540;1,72152E+13;Parametro Correto
2208;1,14612E+13;Parametro Correto
1624;6,03252E+13;Parametro Correto
1633;2,73983E+12;Parametro Correto
1620;2,73983E+12;Parametro Correto
766;1,34712E+13;Parametro Correto
4448;5,16426E+13;Parametro Correto
3302;4,99594E+13;Parametro Correto
#N/D;3,41635E+13;Empresa não encontrada
1777;3,83299E+13;Parametro Correto
1790;1,04945E+13;Parametro Correto
3243;4,17104E+13;Parametro Correto
1990;3,11919E+13;Parametro Correto
3694;1,36719E+13;Parametro Correto
1389;3,46247E+13;Parametro Correto
1832;3,26266E+12;Parametro Correto
741;1,17369E+13;Parametro Correto
2334;3,92881E+13;Parametro Correto
726;1,80387E+13;Parametro Correto
1457;4,37493E+13;Parametro Correto
3119;3,76563E+13;Parametro Correto
1576;2,73081E+12;Parametro Correto
1575;2,15247E+12;Parametro Correto
3631;4,85368E+13;Parametro Correto
699;6,97812E+12;Parametro Correto
3235;4,90853E+13;Parametro Correto
698;6,26123E+12;Parametro Correto
692;8,83101E+12;Parametro Correto
2333;4,01776E+12;Parametro Correto
3121;1,02264E+13;Parametro Correto
